wbs_id,issue_number,title,level,parent_wbs,current_state,recommended_disposition,gate_relevance,implementation_route,evidence,remaining_acceptance,recommended_issue_action
SWE-ENV-BLD-WP1-T3,105,"[SWE-ENV-BLD-WP1-T3] Apply target-scoped include paths, compile features and warnings.",Task,SWE-ENV-BLD-WP1,closed,complete_native,excluded_from_current_scope,Native,Issue is already closed with state_reason=completed; existing closure evidence is retained in GitHub comments or linked PRs where available.,,No automatic issue mutation; preserve current state.
SWE-ENV-DEP-WP1,106,[SWE-ENV-DEP-WP1] Establish reproducible dependency acquisition,Work Package,SWE-ENV-DEP,closed,complete_native,excluded_from_current_scope,Native,Issue is already closed with state_reason=completed; existing closure evidence is retained in GitHub comments or linked PRs where available.,,No automatic issue mutation; preserve current state.
SWE-ENV-DEP-WP1-T1,107,[SWE-ENV-DEP-WP1-T1] Create the dependency manifest and pinned baseline.,Task,SWE-ENV-DEP-WP1,closed,complete_native,excluded_from_current_scope,Native,Issue is already closed with state_reason=completed; existing closure evidence is retained in GitHub comments or linked PRs where available.,,No automatic issue mutation; preserve current state.
SWE-ENV-DEP-WP1-T2,108,"[SWE-ENV-DEP-WP1-T2] Separate mandatory, GUI, geospatial, test and optional feature groups.",Task,SWE-ENV-DEP-WP1,closed,complete_native,excluded_from_current_scope,Native,Issue is already closed with state_reason=completed; existing closure evidence is retained in GitHub comments or linked PRs where available.,,No automatic issue mutation; preserve current state.
SWE-ENV-DEP-WP1-T3,109,[SWE-ENV-DEP-WP1-T3] Document supported acquisition and cache behaviour.,Task,SWE-ENV-DEP-WP1,closed,complete_native,excluded_from_current_scope,Native,Issue is already closed with state_reason=completed; existing closure evidence is retained in GitHub comments or linked PRs where available.,,No automatic issue mutation; preserve current state.
SWE-ENV-PRS-WP1,110,"[SWE-ENV-PRS-WP1] Define shared configure, build and test presets",Work Package,SWE-ENV-PRS,closed,complete_native,excluded_from_current_scope,Native,Issue is already closed with state_reason=completed; existing closure evidence is retained in GitHub comments or linked PRs where available.,,No automatic issue mutation; preserve current state.
SWE-ENV-PRS-WP1-T1,111,"[SWE-ENV-PRS-WP1-T1] Create developer, release and CI configure presets.",Task,SWE-ENV-PRS-WP1,closed,complete_native,excluded_from_current_scope,Native,Issue is already closed with state_reason=completed; existing closure evidence is retained in GitHub comments or linked PRs where available.,,No automatic issue mutation; preserve current state.
SWE-ENV-PRS-WP1-T2,112,[SWE-ENV-PRS-WP1-T2] Create matching build and test presets with platform inheritance.,Task,SWE-ENV-PRS-WP1,closed,complete_native,excluded_from_current_scope,Native,Issue is already closed with state_reason=completed; existing closure evidence is retained in GitHub comments or linked PRs where available.,,No automatic issue mutation; preserve current state.
SWE-ENV-PRS-WP1-T3,113,[SWE-ENV-PRS-WP1-T3] Document preset selection and local override rules.,Task,SWE-ENV-PRS-WP1,closed,complete_native,excluded_from_current_scope,Native,Issue is already closed with state_reason=completed; existing closure evidence is retained in GitHub comments or linked PRs where available.,,No automatic issue mutation; preserve current state.
SWE-ENV-LIC-WP1,114,[SWE-ENV-LIC-WP1] Create the dependency licence register,Work Package,SWE-ENV-LIC,closed,complete_native,excluded_from_current_scope,Native,Issue is already closed with state_reason=completed; existing closure evidence is retained in GitHub comments or linked PRs where available.,,No automatic issue mutation; preserve current state.
SWE-ENV-LIC-WP1-T1,115,"[SWE-ENV-LIC-WP1-T1] Capture licence identifier, source and notice requirements for each dependency.",Task,SWE-ENV-LIC-WP1,closed,complete_native,excluded_from_current_scope,Native,Issue is already closed with state_reason=completed; existing closure evidence is retained in GitHub comments or linked PRs where available.,,No automatic issue mutation; preserve current state.
SWE-ENV-LIC-WP1-T2,116,"[SWE-ENV-LIC-WP1-T2] Record linking, redistribution and runtime-library implications.",Task,SWE-ENV-LIC-WP1,closed,complete_native,excluded_from_current_scope,Native,Issue is already closed with state_reason=completed; existing closure evidence is retained in GitHub comments or linked PRs where available.,,No automatic issue mutation; preserve current state.
SWE-ENV-LIC-WP1-T3,117,[SWE-ENV-LIC-WP1-T3] Define release-time licence verification.,Task,SWE-ENV-LIC-WP1,closed,complete_native,excluded_from_current_scope,Native,Issue is already closed with state_reason=completed; existing closure evidence is retained in GitHub comments or linked PRs where available.,,No automatic issue mutation; preserve current state.
SWE-ENV-SMK-WP1,118,[SWE-ENV-SMK-WP1] Implement the clean-clone smoke test,Work Package,SWE-ENV-SMK,open,partial,excluded_from_current_scope,Deferred,No complete acceptance evidence identified in this G6 audit; issue remains open or outside the current gate.,acceptance evidence remains to be produced in the owning workstream,No automatic issue mutation; preserve current state.
SWE-ENV-SMK-WP1-T1,119,[SWE-ENV-SMK-WP1-T1] Define a clean environment and dependency restoration procedure.,Task,SWE-ENV-SMK-WP1,open,partial,excluded_from_current_scope,Deferred,No complete acceptance evidence identified in this G6 audit; issue remains open or outside the current gate.,acceptance evidence remains to be produced in the owning workstream,No automatic issue mutation; preserve current state.
SWE-ENV-SMK-WP1-T2,120,"[SWE-ENV-SMK-WP1-T2] Build the core, CLI, Qt shell and test targets from that environment.",Task,SWE-ENV-SMK-WP1,open,partial,excluded_from_current_scope,Deferred,No complete acceptance evidence identified in this G6 audit; issue remains open or outside the current gate.,acceptance evidence remains to be produced in the owning workstream,No automatic issue mutation; preserve current state.
SWE-ENV-SMK-WP1-T3,121,[SWE-ENV-SMK-WP1-T3] Record pass/fail evidence and remediate undocumented prerequisites.,Task,SWE-ENV-SMK-WP1,open,partial,excluded_from_current_scope,Deferred,No complete acceptance evidence identified in this G6 audit; issue remains open or outside the current gate.,acceptance evidence remains to be produced in the owning workstream,No automatic issue mutation; preserve current state.
SWE-ARC-TGT-WP1,122,[SWE-ARC-TGT-WP1] Lock the target and dependency graph,Work Package,SWE-ARC-TGT,closed,complete_native,excluded_from_current_scope,Native,Issue is already closed with state_reason=completed; existing closure evidence is retained in GitHub comments or linked PRs where available.,,No automatic issue mutation; preserve current state.
SWE-ARC-TGT-WP1-T1,123,[SWE-ARC-TGT-WP1-T1] Define named CMake targets and allowed dependency directions.,Task,SWE-ARC-TGT-WP1,closed,complete_native,excluded_from_current_scope,Native,Issue is already closed with state_reason=completed; existing closure evidence is retained in GitHub comments or linked PRs where available.,,No automatic issue mutation; preserve current state.
SWE-ARC-TGT-WP1-T2,124,[SWE-ARC-TGT-WP1-T2] Identify public/private interfaces and adapter boundaries.,Task,SWE-ARC-TGT-WP1,closed,complete_native,excluded_from_current_scope,Native,Issue is already closed with state_reason=completed; existing closure evidence is retained in GitHub comments or linked PRs where available.,,No automatic issue mutation; preserve current state.
SWE-ARC-TGT-WP1-T3,125,[SWE-ARC-TGT-WP1-T3] Add a machine-checkable or reviewable dependency map.,Task,SWE-ARC-TGT-WP1,closed,complete_native,excluded_from_current_scope,Native,Issue is already closed with state_reason=completed; existing closure evidence is retained in GitHub comments or linked PRs where available.,,No automatic issue mutation; preserve current state.
SWE-ARC-LAY-WP1,126,[SWE-ARC-LAY-WP1] Lock architectural layers and ownership,Work Package,SWE-ARC-LAY,closed,complete_native,excluded_from_current_scope,Native,Issue is already closed with state_reason=completed; existing closure evidence is retained in GitHub comments or linked PRs where available.,,No automatic issue mutation; preserve current state.
SWE-ARC-LAY-WP1-T1,127,"[SWE-ARC-LAY-WP1-T1] Define core, numerical, data, geospatial, application, adapter and UI layers.",Task,SWE-ARC-LAY-WP1,closed,complete_native,excluded_from_current_scope,Native,Issue is already closed with state_reason=completed; existing closure evidence is retained in GitHub comments or linked PRs where available.,,No automatic issue mutation; preserve current state.
SWE-ARC-LAY-WP1-T2,128,[SWE-ARC-LAY-WP1-T2] Write dependency rules and prohibited coupling cases.,Task,SWE-ARC-LAY-WP1,closed,complete_native,excluded_from_current_scope,Native,Issue is already closed with state_reason=completed; existing closure evidence is retained in GitHub comments or linked PRs where available.,,No automatic issue mutation; preserve current state.
SWE-ARC-LAY-WP1-T3,129,"[SWE-ARC-LAY-WP1-T3] Record extension points for regional, local and coupling solvers.",Task,SWE-ARC-LAY-WP1,closed,complete_native,excluded_from_current_scope,Native,Issue is already closed with state_reason=completed; existing closure evidence is retained in GitHub comments or linked PRs where available.,,No automatic issue mutation; preserve current state.
SWE-ARC-CASE-WP1,130,[SWE-ARC-CASE-WP1] Define the simulation-case lifecycle,Work Package,SWE-ARC-CASE,closed,complete_native,excluded_from_current_scope,Native,Issue is already closed with state_reason=completed; existing closure evidence is retained in GitHub comments or linked PRs where available.,,No automatic issue mutation; preserve current state.
SWE-ARC-CASE-WP1-T1,131,"[SWE-ARC-CASE-WP1-T1] Define case states from creation through validation, execution and archival.",Task,SWE-ARC-CASE-WP1,open,partial,excluded_from_current_scope,Deferred,No complete acceptance evidence identified in this G6 audit; issue remains open or outside the current gate.,acceptance evidence remains to be produced in the owning workstream,No automatic issue mutation; preserve current state.
SWE-ARC-CASE-WP1-T2,132,[SWE-ARC-CASE-WP1-T2] Define the canonical case-directory and artefact layout.,Task,SWE-ARC-CASE-WP1,open,partial,excluded_from_current_scope,Deferred,No complete acceptance evidence identified in this G6 audit; issue remains open or outside the current gate.,acceptance evidence remains to be produced in the owning workstream,No automatic issue mutation; preserve current state.
SWE-ARC-CASE-WP1-T3,133,"[SWE-ARC-CASE-WP1-T3] Define schema-version, provenance and restart compatibility rules.",Task,SWE-ARC-CASE-WP1,open,partial,excluded_from_current_scope,Deferred,No complete acceptance evidence identified in this G6 audit; issue remains open or outside the current gate.,acceptance evidence remains to be produced in the owning workstream,No automatic issue mutation; preserve current state.
SWE-ARC-API-WP1,134,[SWE-ARC-API-WP1] Define stable core interface contracts,Work Package,SWE-ARC-API,closed,complete_native,excluded_from_current_scope,Native,Issue is already closed with state_reason=completed; existing closure evidence is retained in GitHub comments or linked PRs where available.,,No automatic issue mutation; preserve current state.
SWE-ARC-API-WP1-T1,135,"[SWE-ARC-API-WP1-T1] Specify mesh, field, I/O, solver, coupling and observer interface responsibilities.",Task,SWE-ARC-API-WP1,closed,complete_native,excluded_from_current_scope,Native,Issue is already closed with state_reason=completed; existing closure evidence is retained in GitHub comments or linked PRs where available.,,No automatic issue mutation; preserve current state.
SWE-ARC-API-WP1-T2,136,"[SWE-ARC-API-WP1-T2] Specify ownership, mutability, lifetime and error contracts.",Task,SWE-ARC-API-WP1,closed,complete_native,excluded_from_current_scope,Native,Issue is already closed with state_reason=completed; existing closure evidence is retained in GitHub comments or linked PRs where available.,,No automatic issue mutation; preserve current state.
SWE-ARC-API-WP1-T3,137,[SWE-ARC-API-WP1-T3] Create interface stubs or headers sufficient for dependent target compilation.,Task,SWE-ARC-API-WP1,closed,complete_native,excluded_from_current_scope,Native,Issue is already closed with state_reason=completed; existing closure evidence is retained in GitHub comments or linked PRs where available.,,No automatic issue mutation; preserve current state.
SWE-ARC-SVC-WP1,138,[SWE-ARC-SVC-WP1] Define the shared application-service contract,Work Package,SWE-ARC-SVC,closed,complete_native,excluded_from_current_scope,Native,Issue is already closed with state_reason=completed; existing closure evidence is retained in GitHub comments or linked PRs where available.,,No automatic issue mutation; preserve current state.
SWE-ARC-SVC-WP1-T1,139,"[SWE-ARC-SVC-WP1-T1] Specify case validation, run preparation, launch, cancellation and result-discovery operations.",Task,SWE-ARC-SVC-WP1,closed,complete_native,excluded_from_current_scope,Native,Issue is already closed with state_reason=completed; existing closure evidence is retained in GitHub comments or linked PRs where available.,,No automatic issue mutation; preserve current state.
SWE-ARC-SVC-WP1-T2,140,[SWE-ARC-SVC-WP1-T2] Define identical orchestration entry points for CLI and GUI adapters.,Task,SWE-ARC-SVC-WP1,closed,complete_native,excluded_from_current_scope,Native,Issue is already closed with state_reason=completed; existing closure evidence is retained in GitHub comments or linked PRs where available.,,No automatic issue mutation; preserve current state.
SWE-ARC-SVC-WP1-T3,141,[SWE-ARC-SVC-WP1-T3] Create a no-solver service stub for smoke testing.,Task,SWE-ARC-SVC-WP1,closed,complete_native,excluded_from_current_scope,Native,Issue is already closed with state_reason=completed; existing closure evidence is retained in GitHub comments or linked PRs where available.,,No automatic issue mutation; preserve current state.
SWE-ARC-ERR-WP1,142,[SWE-ARC-ERR-WP1] Define diagnostics and failure propagation,Work Package,SWE-ARC-ERR,closed,complete_native,excluded_from_current_scope,Native,Issue is already closed with state_reason=completed; existing closure evidence is retained in GitHub comments or linked PRs where available.,,No automatic issue mutation; preserve current state.
SWE-ARC-ERR-WP1-T1,143,"[SWE-ARC-ERR-WP1-T1] Define error categories, status objects and severity levels.",Task,SWE-ARC-ERR-WP1,closed,complete_native,excluded_from_current_scope,Native,Issue is already closed with state_reason=completed; existing closure evidence is retained in GitHub comments or linked PRs where available.,,No automatic issue mutation; preserve current state.
SWE-ARC-ERR-WP1-T2,144,"[SWE-ARC-ERR-WP1-T2] Define structured logging, cancellation and contextual diagnostic rules.",Task,SWE-ARC-ERR-WP1,closed,complete_native,excluded_from_current_scope,Native,Issue is already closed with state_reason=completed; existing closure evidence is retained in GitHub comments or linked PRs where available.,,No automatic issue mutation; preserve current state.
SWE-ARC-ERR-WP1-T3,145,[SWE-ARC-ERR-WP1-T3] Implement a minimal diagnostic path from core to CLI and GUI.,Task,SWE-ARC-ERR-WP1,closed,complete_native,excluded_from_current_scope,Native,Issue is already closed with state_reason=completed; existing closure evidence is retained in GitHub comments or linked PRs where available.,,No automatic issue mutation; preserve current state.
SWE-GUI-SHL-WP1,146,[SWE-GUI-SHL-WP1] Create the Qt Quick application shell,Work Package,SWE-GUI-SHL,closed,complete_native,excluded_from_current_scope,Native,Issue is already closed with state_reason=completed; existing closure evidence is retained in GitHub comments or linked PRs where available.,deferred until after theoretical-model gate and calibration readiness,Keep open if open; mark deferred/excluded in reconciliation ledger and Project fields where supported.
SWE-GUI-SHL-WP1-T1,147,[SWE-GUI-SHL-WP1-T1] Create the Qt Quick/QML application target and resource structure.,Task,SWE-GUI-SHL-WP1,closed,complete_native,excluded_from_current_scope,Native,Issue is already closed with state_reason=completed; existing closure evidence is retained in GitHub comments or linked PRs where available.,deferred until after theoretical-model gate and calibration readiness,Keep open if open; mark deferred/excluded in reconciliation ledger and Project fields where supported.
SWE-GUI-SHL-WP1-T2,148,"[SWE-GUI-SHL-WP1-T2] Implement navigation placeholders for data, domain, mesh, physics, solver, run and post-processing.",Task,SWE-GUI-SHL-WP1,closed,complete_native,excluded_from_current_scope,Native,Issue is already closed with state_reason=completed; existing closure evidence is retained in GitHub comments or linked PRs where available.,deferred until after theoretical-model gate and calibration readiness,Keep open if open; mark deferred/excluded in reconciliation ledger and Project fields where supported.
SWE-GUI-SHL-WP1-T3,149,[SWE-GUI-SHL-WP1-T3] Connect the shell to the application-service and diagnostic stubs.,Task,SWE-GUI-SHL-WP1,closed,complete_native,excluded_from_current_scope,Native,Issue is already closed with state_reason=completed; existing closure evidence is retained in GitHub comments or linked PRs where available.,deferred until after theoretical-model gate and calibration readiness,Keep open if open; mark deferred/excluded in reconciliation ledger and Project fields where supported.
SWE-VER-UNIT-WP1,150,[SWE-VER-UNIT-WP1] Establish the unit and smoke-test framework,Work Package,SWE-VER-UNIT,open,partial,g6_required,Deferred,No complete acceptance evidence identified in this G6 audit; issue remains open or outside the current gate.,acceptance evidence remains to be produced in the owning workstream,No automatic issue mutation; preserve current state.
SWE-VER-UNIT-WP1-T1,151,[SWE-VER-UNIT-WP1-T1] Select and integrate the C++ test framework.,Task,SWE-VER-UNIT-WP1,open,partial,g6_required,Deferred,No complete acceptance evidence identified in this G6 audit; issue remains open or outside the current gate.,acceptance evidence remains to be produced in the owning workstream,No automatic issue mutation; preserve current state.
SWE-VER-UNIT-WP1-T2,152,"[SWE-VER-UNIT-WP1-T2] Create representative core, configuration and adapter smoke tests.",Task,SWE-VER-UNIT-WP1,open,partial,g6_required,Deferred,No complete acceptance evidence identified in this G6 audit; issue remains open or outside the current gate.,acceptance evidence remains to be produced in the owning workstream,No automatic issue mutation; preserve current state.
SWE-VER-UNIT-WP1-T3,153,[SWE-VER-UNIT-WP1-T3] Register tests through CTest and presets.,Task,SWE-VER-UNIT-WP1,open,partial,g6_required,Deferred,No complete acceptance evidence identified in this G6 audit; issue remains open or outside the current gate.,acceptance evidence remains to be produced in the owning workstream,No automatic issue mutation; preserve current state.
SWE-REL-CI-WP1,154,[SWE-REL-CI-WP1] Create the baseline CI workflow,Work Package,SWE-REL-CI,open,partial,excluded_from_current_scope,Deferred,No complete acceptance evidence identified in this G6 audit; issue remains open or outside the current gate.,acceptance evidence remains to be produced in the owning workstream,No automatic issue mutation; preserve current state.
SWE-REL-CI-WP1-T1,155,"[SWE-REL-CI-WP1-T1] Configure clean checkout, dependency restore and preset-based build.",Task,SWE-REL-CI-WP1,open,partial,excluded_from_current_scope,Deferred,No complete acceptance evidence identified in this G6 audit; issue remains open or outside the current gate.,acceptance evidence remains to be produced in the owning workstream,No automatic issue mutation; preserve current state.
SWE-REL-CI-WP1-T2,156,[SWE-REL-CI-WP1-T2] Run smoke/unit tests and retain diagnostic artefacts on failure.,Task,SWE-REL-CI-WP1,open,partial,excluded_from_current_scope,Deferred,No complete acceptance evidence identified in this G6 audit; issue remains open or outside the current gate.,acceptance evidence remains to be produced in the owning workstream,No automatic issue mutation; preserve current state.
SWE-REL-CI-WP1-T3,157,[SWE-REL-CI-WP1-T3] Document branch and pull-request quality gates.,Task,SWE-REL-CI-WP1,open,partial,excluded_from_current_scope,Deferred,No complete acceptance evidence identified in this G6 audit; issue remains open or outside the current gate.,acceptance evidence remains to be produced in the owning workstream,No automatic issue mutation; preserve current state.
SWE-DAT-CFG-WP1,158,[SWE-DAT-CFG-WP1] Implement the versioned case schema,Work Package,SWE-DAT-CFG,closed,complete_native,g6_required,Native + external library,Issue is already closed with state_reason=completed; existing closure evidence is retained in GitHub comments or linked PRs where available.,,No automatic issue mutation; preserve current state.
SWE-DAT-CFG-WP1-T1,159,[SWE-DAT-CFG-WP1-T1] Define the minimum G1 case structure and schema version.,Task,SWE-DAT-CFG-WP1,closed,complete_native,g6_required,Native + external library,Issue is already closed with state_reason=completed; existing closure evidence is retained in GitHub comments or linked PRs where available.,,No automatic issue mutation; preserve current state.
SWE-DAT-CFG-WP1-T2,160,"[SWE-DAT-CFG-WP1-T2] Implement parsing, semantic validation and contextual diagnostics.",Task,SWE-DAT-CFG-WP1,closed,complete_native,g6_required,Native + external library,Issue is already closed with state_reason=completed; existing closure evidence is retained in GitHub comments or linked PRs where available.,,No automatic issue mutation; preserve current state.
SWE-DAT-CFG-WP1-T3,161,"[SWE-DAT-CFG-WP1-T3] Create valid, invalid and migration fixture cases.",Task,SWE-DAT-CFG-WP1,closed,complete_native,g6_required,Native + external library,Issue is already closed with state_reason=completed; existing closure evidence is retained in GitHub comments or linked PRs where available.,,No automatic issue mutation; preserve current state.
SWE-DAT-MAN-WP1,162,[SWE-DAT-MAN-WP1] Implement the dataset and provenance manifest,Work Package,SWE-DAT-MAN,closed,complete_native,g6_required,Native + external library,Issue is already closed with state_reason=completed; existing closure evidence is retained in GitHub comments or linked PRs where available.,,No automatic issue mutation; preserve current state.
SWE-DAT-MAN-WP1-T1,163,"[SWE-DAT-MAN-WP1-T1] Define source, provider, licence, CRS, vertical datum, resolution and processing records.",Task,SWE-DAT-MAN-WP1,closed,complete_native,g6_required,Native + external library,Issue is already closed with state_reason=completed; existing closure evidence is retained in GitHub comments or linked PRs where available.,,No automatic issue mutation; preserve current state.
SWE-DAT-MAN-WP1-T2,164,[SWE-DAT-MAN-WP1-T2] Implement manifest validation and generated-artefact lineage.,Task,SWE-DAT-MAN-WP1,closed,complete_native,g6_required,Native + external library,Issue is already closed with state_reason=completed; existing closure evidence is retained in GitHub comments or linked PRs where available.,,No automatic issue mutation; preserve current state.
SWE-DAT-MAN-WP1-T3,165,[SWE-DAT-MAN-WP1-T3] Create a sample Tohoku/corridor manifest fixture.,Task,SWE-DAT-MAN-WP1,closed,complete_native,g6_required,Native + external library,Issue is already closed with state_reason=completed; existing closure evidence is retained in GitHub comments or linked PRs where available.,,No automatic issue mutation; preserve current state.
SWE-DAT-SCH-WP1,166,[SWE-DAT-SCH-WP1] Define and implement the G1 HDF5 schema,Work Package,SWE-DAT-SCH,open,not_started,post_g6,Deferred,No complete acceptance evidence identified in this G6 audit; issue remains open or outside the current gate.,"versioned HDF5 schema, adapters and compatibility checks",No automatic issue mutation; preserve current state.
SWE-DAT-SCH-WP1-T1,167,"[SWE-DAT-SCH-WP1-T1] Define mesh, patch, field, metadata and provenance groups.",Task,SWE-DAT-SCH-WP1,open,not_started,post_g6,Deferred,No complete acceptance evidence identified in this G6 audit; issue remains open or outside the current gate.,"versioned HDF5 schema, adapters and compatibility checks",No automatic issue mutation; preserve current state.
SWE-DAT-SCH-WP1-T2,168,[SWE-DAT-SCH-WP1-T2] Implement write/read adapters for the G1 topology and sample fields.,Task,SWE-DAT-SCH-WP1,open,not_started,post_g6,Deferred,No complete acceptance evidence identified in this G6 audit; issue remains open or outside the current gate.,"versioned HDF5 schema, adapters and compatibility checks",No automatic issue mutation; preserve current state.
SWE-DAT-SCH-WP1-T3,169,[SWE-DAT-SCH-WP1-T3] Version the schema and create compatibility checks.,Task,SWE-DAT-SCH-WP1,open,not_started,post_g6,Deferred,No complete acceptance evidence identified in this G6 audit; issue remains open or outside the current gate.,"versioned HDF5 schema, adapters and compatibility checks",No automatic issue mutation; preserve current state.
SWE-DAT-XDMF-WP1,170,[SWE-DAT-XDMF-WP1] Generate XDMF descriptors for G1 outputs,Work Package,SWE-DAT-XDMF,open,not_started,post_g6,Deferred,No complete acceptance evidence identified in this G6 audit; issue remains open or outside the current gate.,HDF5-backed XDMF descriptors and validation,No automatic issue mutation; preserve current state.
SWE-DAT-XDMF-WP1-T1,171,"[SWE-DAT-XDMF-WP1-T1] Map HDF5 topology, geometry and field datasets into XDMF.",Task,SWE-DAT-XDMF-WP1,open,not_started,post_g6,Deferred,No complete acceptance evidence identified in this G6 audit; issue remains open or outside the current gate.,HDF5-backed XDMF descriptors and validation,No automatic issue mutation; preserve current state.
SWE-DAT-XDMF-WP1-T2,172,[SWE-DAT-XDMF-WP1-T2] Generate temporal/static metadata required by ParaView.,Task,SWE-DAT-XDMF-WP1,open,not_started,post_g6,Deferred,No complete acceptance evidence identified in this G6 audit; issue remains open or outside the current gate.,HDF5-backed XDMF descriptors and validation,No automatic issue mutation; preserve current state.
SWE-DAT-XDMF-WP1-T3,173,[SWE-DAT-XDMF-WP1-T3] Validate the descriptor against the sample HDF5 case.,Task,SWE-DAT-XDMF-WP1,open,not_started,post_g6,Deferred,No complete acceptance evidence identified in this G6 audit; issue remains open or outside the current gate.,HDF5-backed XDMF descriptors and validation,No automatic issue mutation; preserve current state.
SWE-FVM-MSH-WP1,174,[SWE-FVM-MSH-WP1] Implement the shared control-volume topology,Work Package,SWE-FVM-MSH,closed,complete_native,excluded_from_current_scope,Native,Issue is already closed with state_reason=completed; existing closure evidence is retained in GitHub comments or linked PRs where available.,,No automatic issue mutation; preserve current state.
SWE-FVM-MSH-WP1-T1,175,"[SWE-FVM-MSH-WP1-T1] Define cell, face, owner/neighbour, patch and discrete-geometry records.",Task,SWE-FVM-MSH-WP1,closed,complete_native,excluded_from_current_scope,Native,Issue is already closed with state_reason=completed; existing closure evidence is retained in GitHub comments or linked PRs where available.,,No automatic issue mutation; preserve current state.
SWE-FVM-MSH-WP1-T2,176,[SWE-FVM-MSH-WP1-T2] Implement topology construction and invariant checks from imported mesh data.,Task,SWE-FVM-MSH-WP1,closed,complete_native,excluded_from_current_scope,Native,Issue is already closed with state_reason=completed; existing closure evidence is retained in GitHub comments or linked PRs where available.,,No automatic issue mutation; preserve current state.
SWE-FVM-MSH-WP1-T3,177,[SWE-FVM-MSH-WP1-T3] Create a small tagged reference mesh fixture.,Task,SWE-FVM-MSH-WP1,closed,complete_native,excluded_from_current_scope,Native,Issue is already closed with state_reason=completed; existing closure evidence is retained in GitHub comments or linked PRs where available.,,No automatic issue mutation; preserve current state.
SWE-FVM-FLD-WP1,178,[SWE-FVM-FLD-WP1] Implement typed field containers,Work Package,SWE-FVM-FLD,closed,complete_native,excluded_from_current_scope,Native,Issue is already closed with state_reason=completed; existing closure evidence is retained in GitHub comments or linked PRs where available.,,No automatic issue mutation; preserve current state.
SWE-FVM-FLD-WP1-T1,179,"[SWE-FVM-FLD-WP1-T1] Define scalar/vector field storage with cell, face and patch locations.",Task,SWE-FVM-FLD-WP1,closed,complete_native,excluded_from_current_scope,Native,Issue is already closed with state_reason=completed; existing closure evidence is retained in GitHub comments or linked PRs where available.,,No automatic issue mutation; preserve current state.
SWE-FVM-FLD-WP1-T2,180,"[SWE-FVM-FLD-WP1-T2] Implement sizing, metadata, access and topology-compatibility checks.",Task,SWE-FVM-FLD-WP1,closed,complete_native,excluded_from_current_scope,Native,Issue is already closed with state_reason=completed; existing closure evidence is retained in GitHub comments or linked PRs where available.,,No automatic issue mutation; preserve current state.
SWE-FVM-FLD-WP1-T3,181,[SWE-FVM-FLD-WP1-T3] Populate deterministic sample fields on the reference mesh.,Task,SWE-FVM-FLD-WP1,closed,complete_native,excluded_from_current_scope,Native,Issue is already closed with state_reason=completed; existing closure evidence is retained in GitHub comments or linked PRs where available.,,No automatic issue mutation; preserve current state.
SWE-FVM-BC-WP1,182,[SWE-FVM-BC-WP1] Implement the boundary-patch framework,Work Package,SWE-FVM-BC,closed,complete_native,excluded_from_current_scope,Native,Issue is already closed with state_reason=completed; existing closure evidence is retained in GitHub comments or linked PRs where available.,,No automatic issue mutation; preserve current state.
SWE-FVM-BC-WP1-T1,183,"[SWE-FVM-BC-WP1-T1] Define patch identity, type, entity membership and metadata.",Task,SWE-FVM-BC-WP1,closed,complete_native,excluded_from_current_scope,Native,Issue is already closed with state_reason=completed; existing closure evidence is retained in GitHub comments or linked PRs where available.,,No automatic issue mutation; preserve current state.
SWE-FVM-BC-WP1-T2,184,[SWE-FVM-BC-WP1-T2] Define a generic boundary-condition interface without solver-specific equations.,Task,SWE-FVM-BC-WP1,closed,complete_native,excluded_from_current_scope,Native,Issue is already closed with state_reason=completed; existing closure evidence is retained in GitHub comments or linked PRs where available.,,No automatic issue mutation; preserve current state.
SWE-FVM-BC-WP1-T3,185,"[SWE-FVM-BC-WP1-T3] Create fixed-value, zero-gradient and named-placeholder fixtures.",Task,SWE-FVM-BC-WP1,closed,complete_native,excluded_from_current_scope,Native,Issue is already closed with state_reason=completed; existing closure evidence is retained in GitHub comments or linked PRs where available.,,No automatic issue mutation; preserve current state.
SWE-FVM-NUM-WP1,186,[SWE-FVM-NUM-WP1] Implement G1 interpolation and gradient primitives,Work Package,SWE-FVM-NUM,closed,complete_native,excluded_from_current_scope,Native,Issue is already closed with state_reason=completed; existing closure evidence is retained in GitHub comments or linked PRs where available.,,No automatic issue mutation; preserve current state.
SWE-FVM-NUM-WP1-T1,187,[SWE-FVM-NUM-WP1-T1] Implement cell-to-face interpolation required for inspection fixtures.,Task,SWE-FVM-NUM-WP1,closed,complete_native,excluded_from_current_scope,Native,Issue is already closed with state_reason=completed; existing closure evidence is retained in GitHub comments or linked PRs where available.,,No automatic issue mutation; preserve current state.
SWE-FVM-NUM-WP1-T2,188,[SWE-FVM-NUM-WP1-T2] Implement a basic gradient operator on the reference mesh.,Task,SWE-FVM-NUM-WP1,closed,complete_native,excluded_from_current_scope,Native,Issue is already closed with state_reason=completed; existing closure evidence is retained in GitHub comments or linked PRs where available.,,No automatic issue mutation; preserve current state.
SWE-FVM-NUM-WP1-T3,189,[SWE-FVM-NUM-WP1-T3] Verify exactness/consistency using constant and linear manufactured fields.,Task,SWE-FVM-NUM-WP1,closed,complete_native,excluded_from_current_scope,Native,Issue is already closed with state_reason=completed; existing closure evidence is retained in GitHub comments or linked PRs where available.,,No automatic issue mutation; preserve current state.
